1	chr1
QNVO02001827.1	chrUn_NW_021161683v1
QNVO02002189.1	chrUn_NW_021162043v1
QNVO02002369.1	chrUn_NW_021162223v1
QNVO02002440.1	chrUn_NW_021162294v1
QNVO02002239.1	chrUn_NW_021162093v1
QNVO02002421.1	chrUn_NW_021162275v1
QNVO02002405.1	chrUn_NW_021162259v1
QNVO02002180.1	chrUn_NW_021162034v1
QNVO02002358.1	chrUn_NW_021162212v1
QNVO02002297.1	chrUn_NW_021162151v1
QNVO02002400.1	chrUn_NW_021162254v1
QNVO02002219.1	chrUn_NW_021162073v1
QNVO02002430.1	chrUn_NW_021162284v1
QNVO02002164.1	chrUn_NW_021162018v1
QNVO02002210.1	chrUn_NW_021162064v1
QNVO02002388.1	chrUn_NW_021162242v1
QNVO02002347.1	chrUn_NW_021162201v1
QNVO02002379.1	chrUn_NW_021162233v1
QNVO02002439.1	chrUn_NW_021162293v1
